time,android.sensor.accelerometer#mean,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#std,android.sensor.orientation#mean,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#std,sound#mean,sound#std,speed#mean,speed#std,target
75,9.764391072,0.127722181,0.656991572,0.021456166,0.076397984,0.059364178,0.710826682,1.211782354,0.088376749,0.194248033,206.4283002,1.393599688,0.991817331,0.000756439,57.65049076,0.854010318,0.90623474,0,Still
19,10.41210505,3.328673217,0,0,0,0,0,0,0,0,0,0,0,0,72.39755612,7.211125076,2.236068,0,Walking
495,9.93558184,0.272532111,0.358190088,0.005121694,0.021603599,0.008664734,0.036364362,0.016022311,0.350339794,0.098797273,52.40678474,3.437565122,0.458173726,0.035374905,86.66733311,1.548786831,0,0,Car
517,10.07268573,0.094208051,0.770167658,0.011523739,0.248017646,0.307637554,0.350948892,0.237882702,1.339542833,1.770367554,274.7933625,16.1957309,0.953037824,0.012424282,89.76592281,0.021948034,0,0,Walking
46,9.681336618,0.412846612,0.939598303,0.000432744,0.049305781,0.031913168,0.042977389,0.025931937,0.412780153,1.877071139,103.0033459,2.112743144,0.777502069,0.012024002,82.26147787,1.616049019,17.697832,0,Car
260,11.06894917,1.283204078,0.943836368,0.010594698,0.615398648,0.655962204,0.778458255,0.441447466,1.721314412,0.852303664,258.0203182,62.91608008,0.955201995,0.030967611,77.06422669,4.549349099,1.19105,0,Walking
604,9.69054913,0.017070325,0,0,0,0,0,0,0,0,0,0,0,0,49.30765703,1.006611253,0,0,Car
35,9.730385086,0.136865673,0.796485876,0.006638098,0.069720635,0.055340377,0.085759301,0.033780474,0.180260256,0.097266294,72.7122133,1.1360354,0.595625363,0.004959635,84.38232736,0.157601358,0,0,Still
70,9.807533518,0.782634049,0.684223903,0.005242429,0.081169262,0.014870157,0.064036473,0.013909381,0.2435461,0.018939566,294.7285945,0.075398493,0.670535992,0.00328185,85.89417316,0.427768714,9.091069,0,Bus
25,9.395328146,1.242317396,0.944918717,0.004684725,0.244124974,0.200234337,0.198893363,0.13199541,2.437621649,1.492730722,299.9953265,4.454998484,0.976778155,0.001541828,89.77665269,0.016555672,0,0,Bus
69,9.668009965,3.597504745,0.766797692,0.054428431,1.429345767,0.815008911,1.540064994,1.016583227,4.146328983,1.798413931,190.4810937,4.010609095,0.953692188,0.00751095,89.68884415,0.007617428,0.75,0,Walking
156,9.857332935,0.25097248,0.632117418,0.101503141,0.161340102,0.159636304,0.284680089,0.214435627,0.626377088,0.138312053,106.6776292,36.14616917,0.690474247,0.137423214,76.33410367,1.837346579,13.20201,0.110293809,Car
52,9.774353262,0.607952664,0,0,0,0,0,0,0,0,0,0,0,0,72.582073,1.161554693,20.5,0.353553391,Car
77,10.0526354,0.843316038,0,0,0,0,0,0,0,0,0,0,0,0,76.37770829,2.206110067,6,0.707106781,Car
269,9.844261111,0.068007311,0.48684084,0.001073889,0.05642916,0.070215154,0.044043853,0.017426786,0.091731619,0.028498355,91.15220047,0.104032943,0.701652309,5.03E-06,82.87465646,6.308256698,0,0,Still
39,9.665247091,0.496074763,0.630155889,0.004138039,0.069794695,0.050521229,0.102286029,0.087814596,1.387178113,0.678491757,141.6641669,1.525002467,0.871737799,0.001021103,89.78594798,0.014161619,6.75,0,Bus
7,9.735955275,0.340393818,0.036693915,0.004040469,0.012775643,0.010799602,0.021006421,0.009469386,0.363732328,0.194400234,99.75659398,0.066724829,0.764436677,0.000383747,0,0,37.3616212,0.263564601,Train
117,9.770009897,0.404480214,0.570063626,0.000331212,0.060410569,0.03930149,0.040011239,0.028293102,0.491550047,0.056380577,80.467534,0.709068949,0.63966598,0.01457334,0,0,11.709879,0.333714096,Car
111,9.594837328,0.599259223,0.788817186,0.002469907,0.070081804,0.052758407,0.104441778,0.077877267,0.893497621,0.093107089,88.71604376,0.425881971,0.626917415,0.003248005,89.76678316,0.00339147,36.25,0,Car
25,9.051316727,1.34435493,0.448834008,0.026405817,0.862295852,0.690324061,0.887590397,1.068722754,0.050066594,0.016062901,56.08737819,0.222392492,0.677349904,0.049962329,76.07446273,16.4186479,0,0,Train
293,9.707512311,0.178202575,0,0,0,0,0,0,0,0,0,0,0,0,81.15180077,1.006611253,0,0,Car
17,10.4136235,4.031835303,0.995565251,0.004182039,0.597423225,0.16704564,0.619693015,0.107886346,4.223925843,1.40995421,365.4401509,3.215258554,0.934641916,0.004146009,77.22112489,0,0,0,Walking
248,9.838481443,0.014757713,0.567839024,3.26E-06,0.002402367,0.000498915,0.048923302,0.001011243,0.02034232,0.00420725,155.2814005,3.35E-05,0.976823582,6.57E-07,36.65017825,8.861049152,0,0.003756858,Still
100,10.17756166,3.551270962,0,0,0,0,0,0,2.791506532,0.742019674,92.41597218,2.05871844,0,0,0,0,0,0,Walking
51,9.998087942,0.382616037,0.93026236,0.002417212,0.330283415,0.155730873,0.315110978,0.135633215,0.573316795,0.403041995,131.6129512,9.418807516,0.866940297,0.017448932,80.81441967,3.940755609,16.09306,0,Car
83,9.608750213,0.084272536,0.844605314,0.000160902,0.0104152,0.004946974,0.039770018,0.001237735,0.090180881,0.027591475,43.09303071,0.054329093,0.366752406,0.000309876,89.75916185,0.007604274,0,0,Train
78,9.263055993,0.361960582,0.894101503,0.00225445,0.447801623,0.116563738,0.334574279,0.222843027,0.958200104,0.252467364,256.1639418,17.57315858,0.983560663,0.01134227,74.17861072,0.149747512,0,0,Bus
7,9.81447747,0.016184299,0.068926444,0.000214539,0.001625082,0.000731446,0.016417152,0.000963845,0.021487174,0.009667254,354.4653458,0.317042612,0.048798784,0.002737831,0,0,0,0,Still
145,9.918020793,3.438894058,0.999042232,0.001071154,0.550988925,0.250989108,0.749501411,0.407802723,3.610909981,1.803123111,241.1987374,5.804711932,0.802651831,0.022175561,79.33051763,1.049543199,1.2,0,Walking
148,10.56679397,0.119702896,0,0,0.077759254,0.01101353,0,0,0.861080778,0.046691458,117.7164637,3.214612964,0.763804182,0.002369376,70.26967913,2.721671465,0,0,Train
61,9.699991071,0.282550736,0.35609699,0.00041042,0.216969294,0.286568513,0.396559961,0.355195767,2.067421626,0.002747216,332.258524,0.190480015,0.260536731,0.002474822,69.72577522,3.605398291,0,0,Train
83,9.973950776,0.503264694,0.402652864,0.126734347,0.28825899,0.302894656,0.443646019,0.255746224,0.752248651,0.647915427,207.6021126,14.74619107,0.921007899,0.071651374,86.17043458,0.841268008,0,0,Car
97,9.803426598,0.182850793,0.997690699,0.000176985,0.010555262,0.005949546,0.068294337,0.013619509,0.249910873,0.371548092,318.8950385,0.759883834,0.389736272,0.000182123,48.38395677,3.843736577,0.86094576,0,Still
77,10.39798234,4.6754616,0.98054042,0.012693208,0.674022461,0.378769338,0.748977319,0.477236255,2.317784901,0.371163485,323.1479848,4.250735108,0.803643637,0.018880052,78.19539829,3.664410601,0.395,0.007071068,Walking
391,10.0264399,0.024958957,0.720653576,0.001236788,0.014269354,0.009005521,0.034644951,0.007677027,0.094530851,0.088343657,320.0904795,0.149386469,0.820888536,0.002003534,89.76085605,0.029555071,0,0,Walking
43,10.00734376,0.010854551,0.964311555,5.74E-05,0.006786161,0.003025948,0.040526323,0.002958905,0.033002183,0.018724937,200.5998957,0.013557557,0.971980987,5.08E-05,89.78256903,0.00199469,0,0,Still
92,9.957584852,0.118743446,0.651560121,0.002754483,0.008948092,0.003526996,0.017258092,0.003960141,0.170340454,0.003023951,224.6065005,0.168965322,0.964560692,0.000530203,75.86742498,7.094040628,6.576966,1.216622472,Car
94,9.797164075,0.097744994,0.694075982,0.001101198,0.017723876,0.008971763,0.045704937,0.009999096,0.137094224,0.05320051,283.484876,0.161450056,0.68870218,0.001241082,81.12131859,1.464632749,5.7907405,0,Bus
51,9.660704338,0.22987645,0.723954553,0.002607324,0.05107346,0.040825481,0.048009813,0.019494494,0.271135027,0.253779063,242.9554997,33.51217793,0.907016684,0.00546634,86.77948302,0,8,0,Bus
42,9.764645035,0.040503991,0,0,0,0,0,0,0,0,0,0,0,0,42.79758173,1.833299599,0,0,Still
82,9.594801811,0.014717576,0.952403131,4.01E-05,0.009479704,0.004111829,0.03284107,0.003102315,0.024637751,0.00809223,138.7977062,0.001084234,0.936516746,1.91E-06,78.95259495,0.004187966,0,0,Train
132,9.853280551,0.018352382,0.480088364,1.94E-06,0.001921944,0.000274578,0.049651532,0.001041598,0.022205902,0.005690856,32.3078856,0.000196506,0.278266178,3.81E-06,0,0,1.0904151,0,Still
361,9.839897474,0.008507083,0.917890515,2.38E-06,0.004488155,0.000117581,0.05009095,0.000689569,0.011962469,0.010146379,348.9713854,1.60E-05,0.096455134,5.96E-06,38.68996902,0.111673103,0.001467932,2.57E-05,Still
137,9.967466982,2.946476617,0,0,0,0,0,0,5.469565739,3.37849513,125.6771784,4.800758591,0,0,0,0,0,0,Walking
141,9.86899978,0.029806618,0.908515227,0.000910966,0.007325181,0.002328788,0.042086347,0.006764546,0.037834646,0.335100432,157.6993179,0.342177464,0.936076317,0.002841901,73.09507867,4.334382782,0,0,Train
60,10.08271538,3.609027049,0.715202973,0.055310997,1.415227361,0.722808988,0.99242801,0.823110155,4.972113819,1.938241734,203.8820207,5.512916789,0.99951888,0.000499156,88.62566664,0,1.25,0,Walking
9,11.06390823,3.765855991,0.125053854,0.006534363,0.169647932,0.132991322,0.164668798,0.135628324,3.624376572,0.735139141,264.6710581,0.622919396,0.746311433,0.001685674,0,0,0,0,Car
12,10.00852203,0.214622287,0.699252729,0.013720297,0.182937068,0.227895858,0.182759783,0.230145532,0.423679616,0.405788025,160.6642545,3.18053373,0.963086748,0.006687996,0,0,2.4814212,0,Bus
280,9.671380858,0.276134379,0.281533928,0.015967977,0.076189945,0.044349176,0.094022424,0.028971237,0.494591332,0.232403073,51.73989008,4.635082408,0.366817452,0.020534066,80.46916475,2.077578001,0,0,Train
64,9.608603244,0.259982619,0.736130455,0.005340239,0.092549215,0.043046853,0.092310177,0.049564452,0.574741346,0.200755994,321.1097241,11.7095837,0.677079542,0.022202597,86.77948302,0,8,0,Bus
63,9.505812114,0.35882324,0.660494995,0.023900179,0.155204536,0.097215378,0.13041467,0.09994728,0.608835163,0.200755994,343.379706,11.7095837,0.689623355,0.050045257,86.77948302,0,8,0,Bus
13,9.889385172,0.223594599,0.683794247,0.012026353,0.151543752,0.166531173,0.153338719,0.162265652,0.318717802,0.185860904,255.5005373,2.573470898,0.925973962,0.006231417,0,0,8.112392,0.137692782,Bus
19,9.745020021,0.558991829,0.999972461,2.39E-05,0.034903932,0.017673314,0.03262887,0.014417173,0.594886165,0.23548925,201.3332766,1.060174297,0.999871624,3.99E-05,79.90216915,4.299588061,36.25402,0.459812448,Train
82,10.19977097,0.721436978,0,0,0,0,0,0,0,0,0,0,0,0,78.87737947,5.718117679,0,0.883883476,Bus
102,9.835005507,0.599742854,0.996363356,3.09E-06,0.024980772,0.016927436,0.031371905,0.014701153,0.949075446,0.234753687,141.553881,0.782206448,0.928378864,0.001123725,84.77797584,0.4908441,22.237112,0.033895871,Car
53,9.829065025,0.763368574,0.517296949,0.011214591,0.032474205,0.012213653,0.038982903,0.009344145,0.854728233,0.276374303,340.7649104,0.231167305,0.319236149,0.005430594,89.82387095,0.012531351,30.75,0,Car
183,9.854345334,0.467372547,0.990949347,0.007411207,0.433389138,0.246723979,0.458818491,0.199131814,0.060813772,0.045608195,104.4653411,104.6390251,0.503848569,0.011999142,0,0,6.503689,0.836035682,Car
122,9.748928559,0.013144248,0.279351184,0.000297368,0.005746187,0.004130987,0.043540616,0.004731543,0.081386346,0.035683288,42.35154065,0.052331388,0.358513286,0.000635221,68.03834501,0.022922515,0,0,Train
72,9.829004827,0.01082385,0.141578723,9.52E-05,0.001737578,0.000572299,0.016869074,0.000961356,0.052980102,0.018919542,195.3000605,0.689085317,0.991732953,0.000317629,44.29687696,0.49571731,0,0,Still
9,9.656013468,0.12396486,0.776732689,0.008774398,0.025231082,0.004576981,0.023304174,0.000686741,0.187793096,0.162760203,143.2483998,0.098474001,0.949085592,0.000243912,89.63887999,1.749127283,0,0,Train
439,10.10607209,0.220402565,0.988279843,0.000133047,0.017222479,0.008874256,0.037531512,0.010314952,0.163121116,0.116123129,323.3328418,0.066939305,0.991803586,0.000132806,89.75633745,0.122969183,0,0,Train
19,9.865136307,0.321168453,0.415674759,0.011858067,0.116318796,0.101865201,0.224605534,0.029477504,0.223460532,0.076004668,271.1963225,0.600242655,0.827669488,0.037305029,46.56759207,1.487858667,0,0,Still
24,9.117015661,3.758203627,0.823187858,0.000227297,0.784587615,0.352484872,0.495986183,0.340387284,3.653552653,0.477504748,215.9489813,15.78965409,0.813465111,0.008970983,82.59830715,0,1.74,0,Walking
102,9.688199915,0.235855949,0.9664352,0.000196536,0.022312511,0.015082875,0.037961525,0.004055133,0.191355708,0.081495785,161.0859282,0.340118053,0.9867942,0.000522294,89.7569024,0.015722066,0,0,Train
17,9.728209279,0.210600143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Train
47,9.71348061,0.264981188,0.998010843,5.48E-05,0.018680832,0.011341445,0.038955009,0.031781837,0.38844215,0.162103165,146.1445885,0.9543641,0.944394734,0.00743615,85.44658087,3.940755609,16.09306,0,Car
43,10.68314936,4.189774419,0.962967862,0.032191277,0.681799374,0.254491127,0.589909236,0.380343967,4.030005316,0.665570395,142.3699325,28.71028623,0.732798352,0.018932938,76.87586397,0,1.71,0,Walking
98,9.64523099,0.104502418,0.998707806,0.000983375,0.03347508,0.011944718,0.027312544,0.008572811,0.153973303,0.052397222,91.28566281,20.14780201,0.674223833,0.114921688,89.71471238,2.76369549,0,0,Train
331,9.929466798,0.014802354,0.936266914,0.001048884,0.023029499,0.02564599,0.047740293,0.027593813,0.065380027,0.0521207,180.9857192,0.036201499,0.998631502,0.000215668,89.89477656,2.099441427,0,0,Still
10,9.797099729,0.76944448,0.687276401,0.000191107,0.050822601,0.025190251,0.086905073,0.081058012,1.095879736,0.611845186,126.7867152,3.45103476,0.89778116,0.007614965,82.07607442,3.8952402,10.4702925,0.052475101,Car
14,9.875010587,0.14564755,0.41852705,0.000997374,0.010415696,0.005758912,0.019150388,0.00722597,0.185945176,0.168690984,326.7339906,0.213417621,0.471828727,0.000784879,66.87211016,4.102997409,0,0,Car
89,9.645295895,0.365005284,0.436354156,0.011196715,0.034610097,0.00626893,0.028015514,0.007084431,0.616846803,0.82611078,336.9660636,83.14172158,0.464435401,0.021533572,81.58507245,8.759830273,8.925008,0.600781963,Car
320,9.569375356,1.036303574,0.892095586,0.001384934,0.024612362,0.014078728,0.042991098,0.011279679,1.615496949,0.460586815,38.57198959,0.407643569,0.343154393,0.004012432,0,0,33.75,0.176776695,Car
45,9.800140259,0.006942474,0.304937683,0.00083983,0.004972911,0.002969914,0.042442841,0.003289699,0.015182077,0.003641547,335.8893855,0.058055648,0.210536398,0.00023191,57.83292423,3.605398291,0,0,Train
445,9.075212704,0.070604763,0.907671376,0.001953903,0.069502549,0.048140495,0.078626332,0.04014185,0.86871894,0.20708674,292.0258915,0.312384211,0.787569833,0.013976054,6.020599913,0,0,0,Walking
52,10.08625356,1.023120794,0,0,0,0,0,0,0,0,0,0,0,0,80.00900045,0.063195273,0,0,Car
297,10.75925041,3.460590686,0.999612248,0.000530154,1.362397055,0.848501181,1.671429877,1.069541172,5.1425436,2.495947981,207.807775,18.79749556,0.963984866,0.006687819,89.75661993,0.03706528,0.5,0,Walking
12,9.505562482,0.453394151,0.699641657,0.002928616,0.09936077,0.046473481,0.128171808,0.068869818,0.5149877,0.185757568,260.0852253,14.71011075,0.917641654,0.006449853,89.74785872,0.014563849,0,0,Bus
120,9.517032531,0.368716912,0.989627193,0.000207488,0.028952,0.01754787,0.021416847,0.003495708,0.48388496,0.24245437,171.0898873,0.141421553,0.997550421,0.001234422,89.77552531,0.018753759,0,0,Train
65,9.762669885,0.793424573,0,0,0,0,0,0,0,0,0,0,0,0,70.42799256,2.840844393,3.5,0.883883476,Bus
237,9.831355746,0.012113318,0.481327,4.86E-06,0.003665192,0.00130067,0.047718562,0.001692034,0.030763725,0.026977669,32.07799705,0.001990543,0.276380645,6.37E-06,0,0,1.0904151,0,Still
26,9.749690659,0.133471854,0.72224186,0.00875781,0.051441693,0.029832179,0.052360208,0.004807536,0.065512514,0.046265585,65.8696413,0.835519535,0.54736757,0.005820019,80.82735025,1.112451792,0,0,Still
86,9.638291623,0.01742075,0.725101992,5.30E-05,0.007226562,0.00344608,0.034343223,0.001961122,0.024046396,0.008014547,138.8116056,0.022339931,0.936190352,7.83E-05,51.82129214,1.705509437,0,0,Still
119,9.603443722,0.024511069,0.956007267,3.08E-05,0.007892481,0.00325981,0.047966093,0.189242988,0.029955468,0.012235581,187.3459717,0.495010627,0.92657227,7.35E-05,89.04983566,0.186592981,0,0,Bus
75,9.637237124,0.01428681,0.724730514,1.68E-07,0.007338386,0.003681847,0.036105685,0.002294207,0.01997805,0.010717926,138.6528754,0.028000549,0.935779547,3.70E-05,56.63739549,0.43190637,0,0,Still
96,9.702603161,0.553490659,0,0,0,0,0,0,0,0,0,0,0,0,81.37123051,0.564677572,6.8699975,0.252936273,Car
363,9.814991454,0.014889053,0.127312284,0.000109767,0.001826742,0.00080091,0.016242617,0.000997673,0.020443939,0.008701871,352.7474052,0.370408232,0.063730971,0.00322488,0,0,0,0,Still
7,9.917612194,1.15097187,0,0,0,0,0,0,0.394990086,0,233.6666917,47.90870601,0,0,53.44195716,1.400113889,0,0,Walking
89,9.635107403,0.061950336,0.8436007,7.69E-05,0.006881386,0.003260785,0.036019797,0.004290883,0.115954375,0.080418024,44.21201839,0.05521465,0.375896252,0.000283906,89.15097721,0.007604274,0,0,Train
10,9.850047384,0.015356591,0.275477486,0.0002887,0.002443349,0.000796477,0.015542194,0.001227629,0.063409619,0.014425354,222.2370094,0.482391452,0.931852234,0.000392853,0,0,0,0,Still
370,9.871740103,0.19548467,0.531132278,0.005304569,0.018748567,0.012232845,0.060706202,0.001755997,0.115549556,0.017594554,95.17333995,0.636286321,0.724823795,0.000691164,78.05528288,4.773395921,0,0,Still
59,9.944790408,0.018698237,0.97159365,8.45E-05,0.010825153,0.006400919,0.036545221,0.002885748,0.057548871,0.084921198,180.5939484,0.040708747,0.99902894,2.29E-05,88.94285041,4.271333189,0,0,Still
120,9.77912285,0.433053212,0.825911419,0.002378933,0.018381875,0.007343491,0.037624359,0.009319339,0.477890219,0.279411712,39.11370405,0.005849566,0.349048788,0.002096535,0,0,32.5,0,Car
20,9.061145689,0.451772843,0.997596797,0.000275584,0.045041286,0.027367264,0.038643936,0.013566734,0.95807904,0.112496312,317.0557584,1.838756595,0.993875876,0.003169126,72.5595998,0,7.8000064,0,Bus
9,9.687629365,0.019575017,0.852692506,0.001366878,0.025781303,0.023668451,0.049216113,0.017016826,0.047330645,0.028394051,372.5472302,10.28364562,0.981057267,0.000589258,83.9268404,0,0,0,Bus
81,10.39320931,1.568457695,0.871084827,0.013652722,0.213294796,0.14247299,0.195254046,0.07734697,0.83253185,0.551148514,340.8828387,5.575825451,0.64194837,0.007294538,89.75916185,0.034126474,6.75,0,Bus
12,9.758661164,0.66610132,0.875846369,0.02395667,0.056160162,0.02934683,0.061835316,0.014569857,0.962550872,0.23177581,335.8345391,4.446407769,0.324088391,0.015586624,89.79776399,0.039874525,0,0,Car
28,9.787216418,0.156772593,0.947868324,0.000217001,0.014806513,0.006985076,0.021586716,0.006502608,0.155396068,0.070996053,232.7090197,0.923858945,0.927649277,0.002645089,0,0,0,0,Bus
118,10.56998355,0.105575977,0,0,0.07647296,0.006218116,0,0,0.749910262,0.069132857,108.3230737,36.4122788,0.395021443,0.003938505,69.8019801,0.417732228,0,0,Train
104,9.824716273,0.013447846,0.180830769,0.000368303,0.001782507,0.000673791,0.017070953,0.000914916,0.022502488,0.003414249,195.0646094,1.231215189,0.990581179,0.000260196,43.16724984,2.325949804,0,0,Still
66,10.05132834,1.272517243,0.545293747,0.000263052,0.035071127,0.018311463,0.047376042,0.025260295,0.488181645,0.073259456,96.73744748,0.455525241,0.74442299,0.006720885,82.2382112,0.188792836,15.684958,1.603236286,Car
118,10.73141151,2.360534535,0.984550394,0.008130238,1.156111455,0.718687902,1.329355049,0.943825327,4.065120109,1.393024362,320.5253484,126.4902775,0.965679073,0.016581235,89.77721632,0.036932486,0,0,Walking
456,10.00067892,0.017162549,0.960571178,4.48E-05,0.005584803,0.002758053,0.035359515,0.004281368,0.029201592,0.023085371,200.6973014,0.030449897,0.970125627,6.93E-05,85.65334841,20.27548892,0,0,Still
10,9.975338183,0.512621374,0,0,0,0,0,0,0,0,0,0,0,0,69.99099252,0.895506339,0,0,Car
20,9.577942215,0.02911001,0,0,0,0,0,0,0,0,0,0,0,0,55.4023059,0,0,0,Still
4,9.976832191,0.32393826,0.656767118,0.007432795,0.142567893,0.10131642,0.144451843,0.101329474,0.453925519,0.315290406,249.0839406,3.223459628,0.938922455,0.006331497,0,0,8.112392,0.137692782,Bus
354,10.1122516,0.010524309,0.973760474,6.77E-05,0.010616884,0.00885455,0.0362756,0.007946153,0.026360965,0.00499926,197.9685345,0.013792155,0.996207594,8.84E-05,82.51417852,0.139440186,0,0,Still
