time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target
74,9.840979637,9.814481615,9.867058275,0.013050549,0.260766137,0.260766137,0.260766137,3.89E-05,0.001668608,0.001065265,0.003195794,0.000685684,0.015878763,0.013724972,0.018234391,0.00097501,0.016455381,0.016455381,0.016455381,0.007074035,209.8414343,209.057682,210.4263384,0.452031579,0.9653315,0.9653315,0.9653315,0.000124915,0,0,0,0,0,0,0,0,Still
40,9.821241691,9.765503544,9.880349274,0.023715294,0.603619201,0.603501318,0.60380508,0.000136543,0.001690059,0.001065265,0.003195794,0.000791429,0.016216834,0.013724972,0.018358436,0.001198259,0.031281214,0.005374033,0.057188396,0.036638288,124.5686608,123.7868904,125.1867069,0.355015942,0.885836771,0.885836771,0.885836771,0.010727711,0,0,0,0,0,0,0,0,Still
28,9.730397471,9.050715907,11.00343445,0.295130633,0.72354407,0.715147081,0.736945652,0.008057864,0.270307147,0.044572237,0.412518147,0.140345521,0.134245889,0.134245889,0.134245889,0.084074013,0.127391459,0.110974678,0.14380824,0.023216834,65.95051586,62.69672479,69.19591679,1.722855365,0.538070382,0.529355684,0.54678508,0.012324444,84.13318985,83.70970983,84.35809748,0.366980758,0.993526,0.993526,0.993526,0,Still
63,9.714569983,9.118590204,10.10302275,0.254989455,0.35609699,0.35609699,0.35609699,0.00041042,0.020230254,0.002992616,0.104191476,0.029359452,0.107102747,0.022058918,0.235112497,0.08801194,0.044141325,0.044141325,0.044141325,0.002747216,332.9658033,332.9658033,332.9658033,0.190480015,0.281466687,0.281466687,0.281466687,0.002474822,69.72577522,69.72577522,69.72577522,3.605398291,0,0,0,0,Train
70,8.534806608,3.979284087,14.53978287,3.697971015,0.983593332,0.965434075,0.990452818,0.010390431,1.244050107,0.275583802,3.037638313,0.813041533,1.285617279,0.464908487,2.392306902,0.661845432,5.794448333,3.766178918,9.028083263,2.830475023,381.3984623,381.3984623,381.3984623,103.6818092,0.958244699,0.916672111,0.981473835,0.021812278,89.75972662,89.75972662,89.75972662,0,1.5,1.5,1.5,0,Walking
41,10.02564492,9.754750912,10.66852521,0.272659906,0.900078904,0.890403548,0.914165721,0.008485358,0.029667163,0.004118884,0.131832193,0.031923552,0.051274126,0.031651753,0.103475319,0.02700697,0.413857487,0.061692376,0.878328422,0.360750857,291.0744089,275.3719393,306.7768785,22.20664547,0.977050842,0.97613814,0.978160291,0.000661843,88.9821194,88.25861417,89.70562464,1.023190914,0,0,0,0,Bus
75,9.764391072,9.312685111,10.01407086,0.127722181,0.656991572,0.610942464,0.676721608,0.021456166,0.076397984,0.01947118,0.137931159,0.059364178,0.710826682,0.710826682,0.710826682,1.211782354,0.088376749,0.088376749,0.088376749,0.194248033,206.4283002,201.9047571,208.3660581,1.393599688,0.991817331,0.990695517,0.992306067,0.000756439,57.65049076,57.65049076,57.65049076,0.854010318,0.90623474,0.90623474,0.90623474,0,Still
19,10.41210505,5.053768946,18.95147507,3.328673217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.39755612,67.29852068,77.49659156,7.211125076,2.236068,2.236068,2.236068,0,Walking
495,9.93558184,9.247339274,10.4860867,0.272532111,0.358190088,0.352502159,0.362436674,0.005121694,0.021603599,0.006106605,0.039251721,0.008664734,0.036364362,0.021670306,0.053446789,0.016022311,0.350339794,0.253826098,0.464318921,0.098797273,52.40678474,48.6610991,55.41727131,3.437565122,0.458173726,0.406805045,0.490975465,0.035374905,86.66733311,86.66733311,86.66733311,1.548786831,0,0,0,0,Car
517,10.07268573,10.00607058,10.13930088,0.094208051,0.770167658,0.758804376,0.780871887,0.011523739,0.248017646,0.023583291,1.120679084,0.307637554,0.350948892,0.112212492,0.630168255,0.237882702,1.339542833,0.126053647,4.398083142,1.770367554,274.7933625,256.1269555,285.1143091,16.1957309,0.953037824,0.935268282,0.964674322,0.012424282,89.76592281,89.75040321,89.78144242,0.021948034,0,0,0,0,Walking
46,9.681336618,8.906632314,10.55118523,0.412846612,0.939598303,0.939292307,0.939904299,0.000432744,0.049305781,0.006737324,0.082163599,0.031913168,0.042977389,0.013724972,0.09978293,0.025931937,0.412780153,0.412780153,0.412780153,1.877071139,103.0033459,99.85882552,110.0244887,2.112743144,0.777502069,0.768999815,0.786004323,0.012024002,82.26147787,82.26147787,82.26147787,1.616049019,17.697832,17.697832,17.697832,0,Car
260,11.06894917,9.764512915,14.0281256,1.283204078,0.943836368,0.936799109,0.956021332,0.010594698,0.615398648,0.051964659,2.02835837,0.655962204,0.778458255,0.320856788,1.253073458,0.441447466,1.721314412,1.721314412,1.721314412,0.852303664,258.0203182,166.1955301,308.5968761,62.91608008,0.955201995,0.955201995,0.955201995,0.030967611,77.06422669,77.06422669,77.06422669,4.549349099,1.19105,1.19105,1.19105,0,Walking
604,9.69054913,9.654372895,9.729916033,0.017070325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.30765703,49.30765703,49.30765703,1.006611253,0,0,0,0,Car
35,9.730385086,9.322400078,10.22104198,0.136865673,0.796485876,0.787415975,0.809454214,0.006638098,0.069720635,0.026486487,0.148554589,0.055340377,0.085759301,0.04752202,0.11155276,0.033780474,0.180260256,0.180260256,0.180260256,0.097266294,72.7122133,70.63970244,74.83758481,1.1360354,0.595625363,0.592118371,0.599132354,0.004959635,84.38232736,84.27088637,84.49376835,0.157601358,0,0,0,0,Still
70,9.807533518,7.432048534,12.13672291,0.782634049,0.684223903,0.684223903,0.684223903,0.005242429,0.081169262,0.081169262,0.081169262,0.014870157,0.064036473,0.046377506,0.078429008,0.013909381,0.2435461,0.2435461,0.2435461,0.018939566,294.7285945,294.6752797,294.7819093,0.075398493,0.670535992,0.670535992,0.670535992,0.00328185,85.89417316,85.89417316,85.89417316,0.427768714,9.091069,9.091069,9.091069,0,Bus
25,9.395328146,6.341007524,10.90868351,1.242317396,0.944918717,0.936083322,0.949771817,0.004684725,0.244124974,0.04028071,0.720540399,0.200234337,0.198893363,0.117703048,0.351197463,0.13199541,2.437621649,1.337162058,4.13675811,1.492730722,299.9953265,299.9953265,299.9953265,4.454998484,0.976778155,0.973136983,0.978124624,0.001541828,89.77665269,89.77665269,89.77665269,0.016555672,0,0,0,0,Bus
69,9.668009965,4.853963149,15.96645755,3.597504745,0.766797692,0.692695355,0.83837448,0.054428431,1.429345767,0.383322389,3.176449465,0.815008911,1.540064994,0.394781194,3.084528364,1.016583227,4.146328983,2.037785468,6.379497817,1.798413931,190.4810937,184.7357016,194.0144522,4.010609095,0.953692188,0.943251633,0.961286617,0.00751095,89.68884415,89.68884415,89.68884415,0.007617428,0.75,0.75,0.75,0,Walking
156,9.857332935,9.419976282,10.54038079,0.25097248,0.632117418,0.564460617,0.748830108,0.101503141,0.161340102,0.043921976,0.515731038,0.159636304,0.284680089,0.054505743,0.662057366,0.214435627,0.626377088,0.528575697,0.724178479,0.138312053,106.6776292,72.16403009,165.1818254,36.14616917,0.690474247,0.576666004,0.94028543,0.137423214,76.33410367,76.33410367,76.33410367,1.837346579,13.20201,13.20201,13.20201,0.110293809,Car
52,9.774353262,8.592087671,11.84206933,0.607952664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.582073,72.582073,72.582073,1.161554693,20.5,20.5,20.5,0.353553391,Car
77,10.0526354,8.396030682,12.56807994,0.843316038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.37770829,76.37770829,76.37770829,2.206110067,6,5.5,6.5,0.707106781,Car
269,9.844261111,9.651530732,10.00133233,0.068007311,0.48684084,0.485189551,0.488462299,0.001073889,0.05642916,0.011845117,0.137367282,0.070215154,0.044043853,0.017997214,0.065119495,0.017426786,0.091731619,0.091731619,0.091731619,0.028498355,91.15220047,90.98783676,91.2476049,0.104032943,0.701652309,0.701648754,0.701655863,5.03E-06,82.87465646,82.87465646,82.87465646,6.308256698,0,0,0,0,Still
39,9.665247091,8.730820628,10.9442073,0.496074763,0.630155889,0.627229853,0.633081924,0.004138039,0.069794695,0.016184577,0.262437977,0.050521229,0.102286029,0.044739251,0.257558833,0.087814596,1.387178113,0.62354398,1.92064691,0.678491757,141.6641669,138.6594793,142.8928095,1.525002467,0.871737799,0.870519605,0.873758531,0.001021103,89.78594798,89.78594798,89.78594798,0.014161619,6.75,6.75,6.75,0,Bus
7,9.735955275,8.653050775,10.82342029,0.340393818,0.036693915,0.026793117,0.045922619,0.004040469,0.012775643,0,0.103604839,0.010799602,0.021006421,0.008848752,0.098621858,0.009469386,0.363732328,0.032379907,1.228584302,0.194400234,99.75659398,99.65097971,99.8982931,0.066724829,0.764436677,0.763779708,0.765269518,0.000383747,0,0,0,0,37.3616212,37.09235,37.62144,0.263564601,Train
117,9.770009897,9.31464192,10.62407928,0.404480214,0.570063626,0.569829423,0.570297828,0.000331212,0.060410569,0.027491254,0.147906895,0.03930149,0.040011239,0.00630219,0.146937002,0.028293102,0.491550047,0.451682959,0.531417135,0.056380577,80.467534,79.41078303,81.91418765,0.709068949,0.63966598,0.63966598,0.63966598,0.01457334,0,0,0,0,11.709879,11.709879,11.709879,0.333714096,Car
111,9.594837328,8.848495489,10.80102574,0.599259223,0.788817186,0.78436928,0.792050478,0.002469907,0.070081804,0.008531955,0.191231755,0.052758407,0.104441778,0.037273056,0.245392772,0.077877267,0.893497621,0.785988112,0.947709739,0.093107089,88.71604376,88.26438275,89.11032961,0.425881971,0.626917415,0.621838505,0.631752698,0.003248005,89.76678316,89.76678316,89.76678316,0.00339147,36.25,36.25,36.25,0,Car
25,9.051316727,5.257488264,10.58850283,1.34435493,0.448834008,0.418436618,0.466098186,0.026405817,0.862295852,0.160228452,1.48014956,0.690324061,0.887590397,0.075094198,7.869241989,1.068722754,0.050066594,0.050066594,0.050066594,0.016062901,56.08737819,56.08737819,56.08737819,0.222392492,0.677349904,0.677349904,0.677349904,0.049962329,76.07446273,64.46472546,87.6842,16.4186479,0,0,0,0,Train
293,9.707512311,9.379520297,9.970651634,0.178202575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.15180077,81.15180077,81.15180077,1.006611253,0,0,0,0,Car
17,10.4136235,3.324387457,14.60853558,4.031835303,0.995565251,0.995565251,0.995565251,0.004182039,0.597423225,0.339193499,0.912421217,0.16704564,0.619693015,0.471297196,0.709355319,0.107886346,4.223925843,2.085425942,6.200135133,1.40995421,365.4401509,360.976991,368.4120204,3.215258554,0.934641916,0.931710245,0.937573587,0.004146009,77.22112489,77.22112489,77.22112489,0,0,0,0,0,Walking
248,9.838481443,9.797789128,9.864901287,0.014757713,0.567839024,0.567834132,0.567844279,3.26E-06,0.002402367,0.001727788,0.002992616,0.000498915,0.048923302,0.048331758,0.05009095,0.001011243,0.02034232,0.02034232,0.02034232,0.00420725,155.2814005,155.2813608,155.2814483,3.35E-05,0.976823582,0.976822924,0.976824239,6.57E-07,36.65017825,36.65017825,36.65017825,8.861049152,0,0,0,0.003756858,Still
100,10.17756166,4.595131101,17.63669607,3.551270962,0,0,0,0,0,0,0,0,0,0,0,0,2.791506532,2.791506532,2.791506532,0.742019674,92.41597218,92.41597218,92.41597218,2.05871844,0,0,0,0,0,0,0,0,0,0,0,0,Walking
51,9.998087942,9.295207643,11.14603818,0.382616037,0.93026236,0.93026236,0.93026236,0.002417212,0.330283415,0.037557181,0.480520468,0.155730873,0.315110978,0.058744291,0.456878005,0.135633215,0.573316795,0.288323068,0.858310523,0.403041995,131.6129512,118.7050333,151.7296672,9.418807516,0.866940297,0.866940297,0.866940297,0.017448932,80.81441967,80.81441967,80.81441967,3.940755609,16.09306,16.09306,16.09306,0,Car
83,9.608750213,9.492200346,9.749290688,0.084272536,0.844605314,0.844353261,0.844760093,0.000160902,0.0104152,0.003246969,0.019928761,0.004946974,0.039770018,0.03843964,0.04091636,0.001237735,0.090180881,0.090180881,0.090180881,0.027591475,43.09303071,43.02140936,43.16649647,0.054329093,0.366752406,0.366117476,0.367068686,0.000309876,89.75916185,89.75916185,89.75916185,0.007604274,0,0,0,0,Train
78,9.263055993,8.712176959,9.963264271,0.361960582,0.894101503,0.894101503,0.894101503,0.00225445,0.447801623,0.318240417,0.544165852,0.116563738,0.334574279,0.132206018,0.742806068,0.222843027,0.958200104,0.696447294,1.200224473,0.252467364,256.1639418,233.3312172,276.1493175,17.57315858,0.983560663,0.96655338,0.9895758,0.01134227,74.17861072,74.17861072,74.17861072,0.149747512,0,0,0,0,Bus
7,9.81447747,9.780049328,9.852852489,0.016184299,0.068926444,0.068559926,0.069326843,0.000214539,0.001625082,0,0.003195794,0.000731446,0.016417152,0.014172422,0.018512323,0.000963845,0.021487174,0.003921231,0.051358875,0.009667254,354.4653458,353.8213379,355.2446387,0.317042612,0.048798784,0.042109538,0.054385748,0.002737831,0,0,0,0,0,0,0,0,Still
145,9.918020793,5.371976586,15.08821414,3.438894058,0.999042232,0.997808677,0.999737294,0.001071154,0.550988925,0.165398607,1.018560658,0.250989108,0.749501411,0.203076329,1.141644227,0.407802723,3.610909981,1.065966354,5.455367491,1.803123111,241.1987374,237.0941863,245.3032886,5.804711932,0.802651831,0.776759931,0.823186989,0.022175561,79.33051763,78.58837851,80.07265674,1.049543199,1.2,1.2,1.2,0,Walking
148,10.56679397,10.35084333,10.92487192,0.119702896,0,0,0,0,0.077759254,0.05653392,0.126190327,0.01101353,0,0,0,0,0.861080778,0.861080778,0.861080778,0.046691458,117.7164637,108.6116731,119.5741733,3.214612964,0.763804182,0.759875783,0.766013823,0.002369376,70.26967913,70.26967913,70.26967913,2.721671465,0,0,0,0,Train
61,9.699991071,9.167604401,10.17894196,0.282550736,0.35609699,0.35609699,0.35609699,0.00041042,0.216969294,0.003665192,0.918277366,0.286568513,0.396559961,0.035807335,0.911884134,0.355195767,2.067421626,2.067421626,2.067421626,0.002747216,332.258524,332.1238343,332.3932137,0.190480015,0.260536731,0.258534593,0.263303679,0.002474822,69.72577522,69.72577522,69.72577522,3.605398291,0,0,0,0,Train
83,9.973950776,9.140687135,10.85077768,0.503264694,0.402652864,0.104315363,0.521184979,0.126734347,0.28825899,0.023984555,1.391212531,0.302894656,0.443646019,0.262806129,0.624485908,0.255746224,0.752248651,0.246696153,2.015991087,0.647915427,207.6021126,207.6021126,207.6021126,14.74619107,0.921007899,0.827125986,0.995525243,0.071651374,86.17043458,86.17043458,86.17043458,0.841268008,0,0,0,0,Car
97,9.803426598,8.870010522,10.30579673,0.182850793,0.997690699,0.997378652,0.997852701,0.000176985,0.010555262,0.006348298,0.014762226,0.005949546,0.068294337,0.053561425,0.085921619,0.013619509,0.249910873,0.024989798,0.678766524,0.371548092,318.8950385,316.9781907,319.6040965,0.759883834,0.389736272,0.389607492,0.389865053,0.000182123,48.38395677,45.66602457,51.10188897,3.843736577,0.86094576,0.86094576,0.86094576,0,Still
77,10.39798234,2.866489254,15.54041467,4.6754616,0.98054042,0.962892778,0.989907625,0.012693208,0.674022461,0.153709978,1.322598287,0.378769338,0.748977319,0.34223609,1.425258665,0.477236255,2.317784901,1.961932108,2.702566137,0.371163485,323.1479848,323.1479848,323.1479848,4.250735108,0.803643637,0.785689386,0.837077693,0.018880052,78.19539829,78.19539829,78.19539829,3.664410601,0.395,0.39,0.4,0.007071068,Walking
391,10.0264399,9.988291298,10.06080756,0.024958957,0.720653576,0.719685075,0.722801546,0.001236788,0.014269354,0.004152466,0.038842875,0.009005521,0.034644951,0.028416298,0.045839019,0.007677027,0.094530851,0.032062453,0.15699925,0.088343657,320.0904795,319.8946604,320.2099007,0.149386469,0.820888536,0.817897749,0.823172132,0.002003534,89.76085605,89.76085605,89.76085605,0.029555071,0,0,0,0,Walking
43,10.00734376,9.990675768,10.01793427,0.010854551,0.964311555,0.964204728,0.964422901,5.74E-05,0.006786161,0.001347101,0.012530932,0.003025948,0.040526323,0.037318971,0.046812088,0.002958905,0.033002183,0.033002183,0.033002183,0.018724937,200.5998957,200.5829334,200.621832,0.013557557,0.971980987,0.9719267,0.972068908,5.08E-05,89.78256903,89.78256903,89.78256903,0.00199469,0,0,0,0,Still
92,9.957584852,9.78505779,10.22291748,0.118743446,0.651560121,0.651560121,0.651560121,0.002754483,0.008948092,0.002609354,0.01368357,0.003526996,0.017258092,0.006391587,0.027553102,0.003960141,0.170340454,0.168202198,0.17247871,0.003023951,224.6065005,224.4544357,224.9517486,0.168965322,0.964560692,0.963957298,0.96495212,0.000530203,75.86742498,75.86742498,75.86742498,7.094040628,6.576966,6.576966,6.576966,1.216622472,Car
94,9.797164075,9.483456442,10.12735072,0.097744994,0.694075982,0.693212769,0.695316159,0.001101198,0.017723876,0.007917718,0.030786639,0.008971763,0.045704937,0.038634509,0.052775365,0.009999096,0.137094224,0.099475783,0.174712666,0.05320051,283.484876,283.484876,283.484876,0.161450056,0.68870218,0.687755925,0.690107367,0.001241082,81.12131859,81.12131859,81.12131859,1.464632749,5.7907405,5.7907405,5.7907405,0,Bus
